token,count
cover,59992446.0
foot,59980814.0
plans,59907655.0
Army,59879943.0
metal,59879318.0
wrote,59809679.0
role,59709688.0
ON,59628828.0
address,59458525.0
remained,59424635.0
Ave,59419286.0
ै,59417217.0
successful,59412293.0
cities,59397011.0
120,59385986.0
Director,59303243.0
performed,59256991.0
Univ.,59182469.0
directed,59146832.0
election,59127176.0
experiments,59073764.0
absence,59027243.0
bound,59018289.0
purchase,59015668.0
acts,59001602.0
student,58998210.0
Britain,58931291.0
Virginia,58850697.0
buildings,58813350.0
improvement,58784961.0
wood,58778240.0
2d,58761955.0
named,58756695.0
balance,58735802.0
il,58727438.0
'',58697511.0
division,58636574.0
justice,58606400.0
k,58551703.0
institutions,58545971.0
individuals,58530017.0
else,58509272.0
designed,58488998.0
international,58413625.0
prove,58413452.0
season,58410938.0
security,58356533.0
ship,58236062.0
Z,58124146.0
easy,58058239.0
correct,58016634.0
z,57982287.0
Hill,57949213.0
site,57941778.0
Mass,57934465.0
О,57823488.0
Each,57815095.0
banks,57808204.0
‚,57793326.0
sources,57767067.0
beautiful,57733465.0
contact,57713351.0
text,57703581.0
ancient,57695796.0
vessels,57642045.0
issues,57584443.0
teachers,57531679.0
Jr.,57504548.0
farm,57479165.0
printed,57459506.0
},57392705.0
previously,57357184.0
respectively,57307528.0
twenty,57297046.0
tho,57278353.0
)(,57121119.0
84,57100556.0
occurred,57097656.0
authorized,56974850.0
transfer,56963049.0
color,56956549.0
worth,56944896.0
smaller,56873489.0
basic,56840725.0
101,56816487.0
husband,56798062.0
properly,56780776.0
soul,56770121.0
features,56758169.0
tests,56737171.0
houses,56720477.0
Chief,56643269.0
relief,56625136.0
est,56623950.0
located,56623798.0
sort,56607800.0
Peter,56489867.0
evening,56479805.0
Michigan,56460840.0
Corporation,56400491.0
move,56394086.0
feeling,56362226.0
acres,56332248.0
master,56321635.0
den,56225447.0
Ltd.,56185277.0
Texas,56038421.0
mine,56036153.0
divided,56014011.0
approximately,55965460.0
greatly,55958260.0
sides,55931016.0
add,55918088.0
phase,55805691.0
religion,55804162.0
estimated,55775460.0
Royal,55742118.0
winter,55691754.0
write,55649003.0
fear,55619066.0
benefit,55618375.0
iii,55611641.0
sales,55592913.0
opened,55587718.0
occasion,55584657.0
events,55538800.0
changed,55484143.0
reduction,55454451.0
Old,55454030.0
Development,55401239.0
ability,55398896.0
ा,55358020.0
े,55339332.0
requires,55297067.0
exercise,55282657.0
statute,55279621.0
judge,55271133.0
Even,55260087.0
Box,55254784.0
Pennsylvania,55252212.0
Apr,55217754.0
lie,55215625.0
moral,55171985.0
glass,55161799.0
east,55103822.0
picture,54990118.0
enter,54956360.0
daughter,54905668.0
Order,54889996.0
extended,54876889.0
offer,54812255.0
stone,54778125.0
differences,54725370.0
civil,54723664.0
stood,54707781.0
corresponding,54621285.0
minimum,54604320.0
hearing,54597308.0
co,54574154.0
step,54521394.0
excellent,54509341.0
93,54492946.0
valuable,54491563.0
brother,54476427.0
union,54471557.0
vote,54461012.0
98,54356060.0
affected,54339992.0
milk,54322153.0
animal,54305208.0
tried,54219011.0
learned,54217754.0
joint,54203055.0
exchange,54117787.0
un,54081410.0
Her,54053300.0
complex,54044144.0
Africa,53958060.0
understanding,53954282.0
thee,53933374.0
growing,53925714.0
holding,53906043.0
mere,53888254.0
positive,53873008.0
Well,53817431.0
worked,53762700.0
today,53702468.0
pages,53655315.0
village,53649224.0
400,53549045.0
.1,53534812.0
piece,53523253.0
и,53510523.0
married,53509885.0
president,53508369.0
interested,53468972.0
maintain,53447548.0
Center,53442263.0
necessity,53420178.0
send,53352711.0
taxes,53335057.0
consists,53326643.0
origin,53325427.0
completely,53320755.0
selected,53310985.0
1980,53284720.0
indicate,53250156.0
bear,53216538.0
difficulty,53194995.0
lot,53181027.0
Grand,53158090.0
Another,53157007.0
sample,53124559.0
opening,53068635.0
Columbia,52997537.0
proof,52990780.0
center,52841121.0
conclusion,52835547.0
reach,52831924.0
Illinois,52796853.0
bed,52775433.0
railroad,52742929.0
regulations,52715514.0
relationship,52675254.0
derived,52671527.0
processes,52662673.0
procedure,52658020.0
speed,52641140.0
financial,52571287.0
charged,52494865.0
submitted,52486795.0
1970,52480219.0
relating,52462957.0
enemy,52421336.0
pure,52406886.0
created,52373062.0
Part,52367240.0
Book,52337789.0
largely,52275391.0
slightly,52228949.0
110,52223116.0
responsible,52213900.0
Also,52161773.0
94,52133040.0
Chinese,52112888.0
command,52057305.0
Power,51979176.0
owner,51971617.0
contain,51931415.0
closed,51929904.0
Railway,51884041.0
afterwards,51863858.0
proceedings,51840406.0
includes,51796813.0
library,51773926.0
occurs,51757007.0
fund,51728650.0
ideas,51718143.0
в,51714272.0
Home,51698756.0
maintenance,51696799.0
discharge,51690550.0
measured,51678143.0
advance,51656822.0
advanced,51624430.0
fell,51604012.0
perfect,51534047.0
regarded,51532474.0
green,51530396.0
Hospital,51529740.0
ones,51480672.0
commission,51476580.0
Frank,51416818.0
suitable,51413998.0
Yet,51399403.0
ill,51326992.0
passing,51324717.0
Roman,51314870.0
Sec.,51265509.0
ratio,51249295.0
electric,51248580.0
technical,51236695.0
admitted,51219320.0
boy,51167363.0
tree,51137731.0
suit,51119051.0
С,51090089.0
delivered,51087510.0
looking,51039205.0
Southern,51038729.0
Ireland,51022455.0
se,51016479.0
bottom,51004600.0
opposite,50997939.0
amended,50974425.0
exist,50959587.0
native,50954030.0
defined,50914735.0
investigation,50911208.0
chemical,50882125.0
goes,50878693.0
expense,50862419.0
safety,50831390.0
desired,50810657.0
secure,50740808.0
danger,50680709.0
97,50572920.0
standing,50458034.0
official,50443736.0
running,50437929.0
immediate,50437664.0
jurisdiction,50412014.0
providing,50372078.0
accounts,50321371.0
resistance,50320922.0
agency,50316352.0
attack,50314172.0
association,50312117.0
"1,000",50202874.0
style,50164762.0
culture,50160965.0
authorities,50083441.0
1975,50064551.0
testimony,50033085.0
Jones,50027778.0
views,50023450.0
sun,50018603.0
grant,49960779.0
rich,49923420.0
event,49908048.0
studied,49878972.0
lack,49870182.0
Special,49868608.0
yield,49848026.0
vessel,49816134.0
double,49789236.0
qui,49777442.0
collected,49731877.0
105,49667498.0
legislation,49652967.0
attached,49640717.0
di,49631373.0
popular,49604384.0
college,49599304.0
Tel,49588443.0
permit,49587084.0
height,49585273.0
believed,49577173.0
......,49531353.0
silver,49512260.0
declared,49495753.0
internal,49486126.0
charges,49471212.0
supposed,49454817.0
kinds,49438163.0
represent,49403238.0
firm,49388210.0
leaving,49382343.0
courts,49361857.0
Mexico,49361262.0
rapidly,49358531.0
mouth,49344387.0
Road,49303865.0
elected,49280617.0
debt,49218976.0
Mr,49214251.0
1976,49184781.0
affairs,49125135.0
understood,49078682.0
Social,49071724.0
establish,49070284.0
speech,49044273.0
saying,48977036.0
teaching,48969517.0
plus,48920562.0
combination,48903806.0
broad,48884378.0
publication,48870022.0
favor,48811683.0
characteristics,48779362.0
Hon,48772832.0
Chapter,48749712.0
job,48747478.0
walls,48726423.0
Most,48720357.0
equally,48700636.0
re,48680896.0
express,48644402.0
carrying,48601163.0
lives,48560520.0
objects,48553185.0
Minister,48541019.0
details,48530219.0
subsequent,48527422.0
depth,48488327.0
Conference,48476612.0
communication,48413940.0
Pacific,48383860.0
pain,48364092.0
ad,48357684.0
assumed,48342538.0
permanent,48342230.0
visit,48303303.0
started,48283846.0
limit,48246156.0
ye,48085356.0
1978,48027215.0
maintained,47998684.0
develop,47973575.0
Foreign,47962890.0
1979,47958852.0
composition,47938408.0
Indians,47900273.0
Greek,47883927.0
BY,47860548.0
jury,47819331.0
wanted,47816958.0
initial,47799195.0
behavior,47792829.0
everything,47788953.0
race,47768919.0
plate,47748005.0
Italy,47720163.0
writer,47707071.0
Ann,47688231.0
lived,47683241.0
1977,47644030.0
survey,47625247.0
conducted,47584576.0
comparison,47483862.0
ं,47467696.0
Administration,47448646.0
1973,47430431.0
domestic,47406046.0
instruction,47392353.0
Works,47376729.0
Rome,47365754.0
1981,47350569.0
failed,47334735.0
Wilson,47312080.0
shape,47256897.0
recorded,47255834.0
fields,47243526.0
parents,47239204.0
8vo,47232600.0
1972,47221418.0
relatively,47200265.0
250,47197291.0
contrary,47188318.0
1974,47176243.0
IV,47160724.0
element,47152457.0
bodies,47147554.0
Governor,47125627.0
102,47115573.0
determination,47086962.0
Trade,47042952.0
Engineering,47030028.0
argument,46985566.0
1982,46982434.0
Black,46968386.0
pleasure,46966166.0
examined,46929622.0
agree,46921281.0
с,46907309.0
compensation,46872788.0
System,46871567.0
steam,46871434.0
twelve,46861157.0
CM,46854619.0
'm,46837737.0
post,46785840.0
Captain,46777918.0
increases,46762968.0
branch,46748180.0
families,46711992.0
103,46706286.0
distinct,46704803.0
Air,46667452.0
teacher,46655287.0
accordance,46625560.0
wind,46598411.0
Bay,46590906.0
hardly,46570102.0
train,46533575.0
Samuel,46512809.0
apparently,46490385.0
cars,46480788.0
solid,46477762.0
limits,46472950.0
1985,46453091.0
broken,46446923.0
injury,46429736.0
satisfactory,46422957.0
1990,46421252.0
press,46410160.0
agencies,46403864.0
try,46378151.0
observations,46348943.0
carefully,46340632.0
consequence,46337289.0
excess,46336322.0
herself,46301157.0
amounts,46258205.0
nations,46196455.0
Dept,46138164.0
spent,46111908.0
arrived,46078046.0
hospital,46041441.0
diameter,46008489.0
lies,46006799.0
dans,45940377.0
choice,45940010.0
amendment,45923542.0
transportation,45886897.0
fresh,45871749.0
1983,45862393.0
Code,45790732.0
remaining,45770950.0
standards,45755737.0
1971,45752287.0
items,45732187.0
concentration,45731754.0
supplies,45731604.0
educational,45730054.0
scientific,45725458.0
preparation,45719076.0
ل,45678901.0
unto,45669634.0
horse,45655162.0
economy,45628608.0
Williams,45626445.0
big,45624728.0
Iowa,45599305.0
Soc.,45595628.0
finally,45592083.0
responsibility,45573761.0
preceding,45531478.0
'S,45497566.0
1984,45483396.0
Martin,45481391.0
104,45479664.0
Queen,45476027.0
cross,45466931.0
citizens,45420428.0
sight,45417689.0
troops,45410386.0
planning,45388107.0
Or,45387783.0
filled,45361325.0
substance,45341675.0
Who,45333723.0
Oh,45327993.0
petition,45321663.0
1986,45307631.0
1987,45307486.0
output,45286960.0
Assistant,45274970.0
equation,45258283.0
coast,45208456.0
Your,45206488.0
1968,45181342.0
edition,45151620.0
freedom,45139520.0
agricultural,45119807.0
recognized,45097423.0
learning,45070090.0
begin,45060594.0
Land,45025144.0
trouble,45002510.0
getting,44998759.0
agents,44979536.0
engine,44961198.0
hot,44944667.0
supported,44934350.0
Railroad,44925473.0
learn,44911377.0
Annual,44901492.0
rendered,44893834.0
1967,44844665.0
rock,44835574.0
frequency,44800546.0
Therefore,44753931.0
Three,44708320.0
.....,44683110.0
motor,44653471.0
estimate,44602789.0
memory,44589335.0
Electric,44586022.0
People,44538547.0
apparent,44536154.0
mental,44506961.0
Van,44497739.0
nine,44497001.0
1969,44474688.0
bond,44463614.0
:—,44431212.0
blue,44410217.0
Arthur,44380529.0
fish,44348066.0
critical,44342351.0
discovered,44334996.0
marriage,44287787.0
task,44260097.0
status,44237243.0
Year,44201778.0
remember,44191710.0
instrument,44185005.0
establishment,44184672.0
Note,44166645.0
Both,44091437.0
experimental,44024042.0
tube,43985388.0
capable,43900630.0
Civil,43891581.0
applications,43864178.0
combined,43853005.0
plain,43814275.0
Jesus,43781806.0
steps,43765553.0
1965,43744957.0
mode,43729094.0
boys,43703466.0
rapid,43692044.0
improved,43687315.0
closely,43685837.0
accept,43679137.0
index,43667028.0
talk,43664880.0
girl,43656537.0
NEW,43644102.0
arrangement,43639995.0
gain,43612779.0
risk,43570306.0
resulting,43563445.0
fruit,43558563.0
professional,43547495.0
calculated,43533190.0
wrong,43507521.0
bearing,43463033.0
1988,43453258.0
fourth,43404837.0
Price,43381024.0
composed,43328263.0
Elizabeth,43326200.0
USA,43295310.0
negative,43286535.0
ends,43277061.0
1966,43266065.0
Phys,43230277.0
क,43181477.0
uses,43163517.0
106,43129509.0
Med,43119703.0
liquid,43116695.0
Russian,43099398.0
fuel,43086081.0
Review,43000605.0
regarding,42979964.0
cast,42942174.0
extensive,42921848.0
dear,42904941.0
severe,42892347.0
distinguished,42859866.0
happy,42849680.0
1989,42828152.0
largest,42815078.0
Services,42794017.0
floor,42736675.0
ع,42721506.0
readily,42704925.0
medium,42656563.0
sin,42633052.0
recommended,42608272.0
actions,42577364.0
quarter,42576250.0
Time,42553145.0
pointed,42527591.0
Oxford,42492389.0
sell,42483399.0
Creek,42456241.0
107,42430076.0
session,42395140.0
inch,42360059.0
.),42343552.0
ca,42320135.0
occupied,42312220.0
1900,42299589.0
Cambridge,42298142.0
sought,42269381.0
furnished,42265909.0
1910,42228984.0
Corp.,42217995.0
battle,42192851.0
gentleman,42185803.0
Fort,42142364.0
Only,42128891.0
secondary,42126327.0
avoid,42091720.0
organized,42087070.0
skin,42052079.0
save,42050547.0
branches,42031299.0
Alexander,42014485.0
Latin,42002138.0
Valley,41987707.0
لا,41973582.0
pattern,41966965.0
reduce,41947729.0
pieces,41924052.0
Massachusetts,41911106.0
1913,41876556.0
settlement,41830403.0
Le,41829601.0
investment,41825908.0
institution,41808199.0
Man,41806648.0
brief,41798950.0
600,41756994.0
railway,41752094.0
equivalent,41732579.0
fit,41730268.0
Because,41702952.0
representative,41695974.0
damage,41684034.0
practically,41675419.0
parallel,41605407.0
Francisco,41593995.0
Every,41583597.0
mile,41582709.0
benefits,41577373.0
IS,41550720.0
Carolina,41508456.0
Prince,41501861.0
characteristic,41493087.0
centre,41481569.0
130,41456862.0
districts,41403193.0
Insurance,41379067.0
Young,41351313.0
Chem,41291400.0
108,41278431.0
Lady,41270217.0
ne,41262520.0
suppose,41254304.0
grain,41236540.0
superior,41234904.0
yellow,41232013.0
instances,41201300.0
Parliament,41155377.0
waters,41151130.0
experiment,41148358.0
structures,41144809.0
1991,41136979.0
Those,41127019.0
consent,41125280.0
Green,41117089.0
arranged,41101599.0
settled,41098263.0
killed,41096224.0
historical,41088757.0
load,41064604.0
plates,41060805.0
female,41051877.0
1914,41040221.0
adequate,40995316.0
Building,40989260.0
detail,40984658.0
cotton,40981944.0
samples,40971433.0
115,40961417.0
bridge,40959636.0
@,40952892.0
external,40947625.0
start,40896130.0
Constitution,40894847.0
Group,40883045.0
projects,40873843.0
copper,40854052.0
Spanish,40848172.0
salt,40842929.0
1992,40840632.0
machinery,40828078.0
acquired,40783110.0
assigned,40777286.0
pour,40756869.0
location,40739290.0
125,40734310.0
expect,40707764.0
Japanese,40623772.0
slight,40606083.0
exception,40576253.0
Red,40563345.0
witness,40532013.0
Supreme,40527988.0
territory,40514413.0
Oil,40500297.0
secured,40486602.0
liable,40481108.0
Francis,40471895.0
112,40466513.0
necessarily,40435151.0
1964,40415753.0
Day,40414106.0
chosen,40402560.0
fairly,40396375.0
scheme,40318775.0
Canadian,40317855.0
remarkable,40310296.0
Information,40292198.0
ships,40292002.0
а,40265036.0
140,40259268.0
percentage,40249279.0
spread,40244989.0
supplied,40227068.0
suggest,40220738.0
Will,40203565.0
organizations,40198358.0
permitted,40173231.0
Fund,40160993.0
careful,40144127.0
wages,40132347.0
environment,40123403.0
.—The,40113327.0
Among,40002627.0
moving,39947419.0
Assembly,39926698.0
strongly,39916603.0
03,39875938.0
del,39872129.0
Spain,39868822.0
angle,39855028.0
weather,39843745.0
filed,39839511.0
apparatus,39792809.0
stream,39766138.0
grade,39736984.0
setting,39729842.0
thirty,39710834.0
02,39688947.0
Justice,39651025.0
waste,39635523.0
paragraph,39633439.0
1911,39619696.0
Miller,39607663.0
mixed,39605223.0
evil,39547075.0
image,39545887.0
Before,39531773.0
Soviet,39528342.0
109,39518648.0
Judge,39509940.0
Labor,39486330.0
beauty,39485196.0
speaking,39454267.0
Gas,39448227.0
Walter,39435800.0
2nd,39435428.0
1963,39435088.0
1917,39423562.0
cash,39389928.0
federal,39377673.0
shares,39370874.0
Studies,39317937.0
explained,39317603.0
thin,39299221.0
extremely,39290223.0
signed,39217782.0
exists,39197787.0
exactly,39197526.0
policies,39173272.0
sugar,39163308.0
1909,39147443.0
periods,39134184.0
concern,39123746.0
bar,39112847.0
absolute,39104317.0
execution,39103739.0
US,39101480.0
160,39055118.0
Any,39050327.0
dated,39049830.0
sand,39048129.0
authors,39046260.0
male,39028401.0
Rep.,39010736.0
st,39000168.0
circuit,38997330.0
1915,38994538.0
clerk,38988746.0
thereby,38984299.0
continuous,38980888.0
Russia,38972903.0
Taylor,38971452.0
refused,38949913.0
sign,38943444.0
partly,38906159.0
positions,38900995.0
Northern,38884600.0
Die,38880841.0
extension,38867504.0
